time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-03-23T05:52:18.379Z,-10.7091,164.6633,10,5.2,mb,63,49,4.812,0.66,us,us7000jm4b,2023-03-23T06:11:19.040Z,"Santa Cruz Islands region",earthquake,5.59,1.862,0.084,46,reviewed,us,us
2023-03-23T03:37:56.542Z,-42.4953,-82.6052,10,4.7,mb,32,187,6.894,0.58,us,us7000jm3l,2023-03-24T00:35:25.040Z,"West Chile Rise",earthquake,5.46,1.948,0.11,25,reviewed,us,us
2023-03-23T02:56:55.124Z,-42.7554,-82.3794,10,5.1,mww,55,187,6.762,0.69,us,us7000jm3e,2023-03-23T23:38:54.040Z,"West Chile Rise",earthquake,9.79,1.891,0.089,12,reviewed,us,us
2023-03-23T02:53:50.798Z,39.3485,69.7202,10,4.6,mb,38,70,0.885,0.45,us,us7000jm3d,2023-03-24T09:14:15.213Z,"52 km NW of Novobod, Tajikistan",earthquake,3.8,1.885,0.077,50,reviewed,us,us
2023-03-23T01:43:20.540Z,40.4612,20.7119,14.298,4.9,mb,72,36,0.796,0.8,us,us7000jm2z,2023-03-29T06:00:26.693Z,"Albania",earthquake,3.26,4.206,0.061,85,reviewed,us,us
2023-03-23T00:17:39.688Z,-4.4149,144.2648,131.627,5.7,mww,114,22,5.73,0.89,us,us7000jm28,2023-04-02T21:34:10.369Z,"44 km SSE of Angoram, Papua New Guinea",earthquake,8.47,5.966,0.06,27,reviewed,us,us
2023-03-22T23:31:55.803Z,19.2526,121.1612,30.201,5.6,mww,112,70,3.548,0.83,us,us7000jm20,2023-03-24T09:20:05.167Z,"71 km N of Namuac, Philippines",earthquake,8.01,4.627,0.049,40,reviewed,us,us
2023-03-22T23:23:09.045Z,-32.8391,139.4505,9.545,4.9,mb,34,90,2.055,0.54,us,us7000jm1z,2023-03-24T09:27:40.426Z,"58 km ENE of Peterborough, Australia",earthquake,5.73,4.233,0.112,25,reviewed,us,us
2023-03-22T20:47:16.838Z,-5.2945,34.9375,10,4.6,mb,16,115,4.255,0.57,us,us6000k0ba,2023-03-28T17:06:05.040Z,"26 km SE of Ikungi, Tanzania",earthquake,9.48,1.904,0.244,5,reviewed,us,us
2023-03-22T20:23:45.371Z,-8.8035,123.1609,109.503,5.1,mb,106,55,0.928,0.77,us,us7000jm0w,2023-03-28T16:51:09.894Z,"106 km E of Maumere, Indonesia",earthquake,4.68,4.541,0.058,98,reviewed,us,us
2023-03-22T20:07:44.829Z,39.3829,69.8809,11.569,5.8,mww,171,32,0.993,0.8,us,us7000jm0r,2023-03-28T17:06:50.912Z,"47 km NNW of Novobod, Tajikistan",earthquake,6.26,2.853,0.06,27,reviewed,us,us
2023-03-22T19:05:24.660Z,-15.2726,-171.7108,10,4.5,mb,33,67,1.358,1.36,us,us6000k0b8,2023-03-28T15:44:48.040Z,"Samoa Islands region",earthquake,6.34,1.784,0.132,17,reviewed,us,us
2023-03-22T16:00:31.218Z,-23.4797,-66.5108,209.976,6.5,mww,97,33,1.622,1.55,us,us7000jlxu,2023-03-24T09:22:46.485Z,"84 km NNW of San Antonio de los Cobres, Argentina",earthquake,7.58,6.025,0.059,28,reviewed,us,us
2023-03-22T15:18:49.522Z,-23.5608,-66.5151,211.935,5.3,mww,105,34,1.646,1.32,us,us7000jlxp,2023-03-23T07:04:11.597Z,"Jujuy, Argentina",earthquake,7.46,5.111,0.047,43,reviewed,us,us
2023-03-22T14:16:46.540Z,-30.2645,-177.3161,10,5.5,mb,53,67,1.129,0.96,us,us7000jlxe,2023-03-24T09:23:40.435Z,"Kermadec Islands, New Zealand",earthquake,8.17,1.879,0.047,159,reviewed,us,us
2023-03-22T13:45:06.311Z,-11.4451,-73.2035,10,4.5,mb,70,142,3.724,0.46,us,us7000jlxd,2023-03-29T10:34:49.040Z,"77 km NNW of Pangoa, Peru",earthquake,11.65,1.912,0.072,57,reviewed,us,us
2023-03-22T10:38:47.481Z,37.1019,54.6552,10,5,mb,90,73,7.649,0.78,us,us7000jlww,2023-04-05T06:01:22.811Z,"31 km N of Qarnābād, Iran",earthquake,9.63,1.863,0.063,80,reviewed,us,us
2023-03-22T07:37:01.134Z,40.3031,143.0358,35.412,5.6,mww,77,98,1.579,0.9,us,us7000jlw8,2023-03-24T09:30:48.542Z,"118 km NE of Miyako, Japan",earthquake,7.34,5.807,0.075,17,reviewed,us,us
2023-03-22T04:28:14.733Z,6.7221,126.0963,68.279,4.8,mb,57,116,0.619,0.68,us,us7000jlvr,2023-03-23T01:39:00.796Z,"0 km WNW of Talisay, Philippines",earthquake,8.52,6.478,0.052,113,reviewed,us,us
2023-03-22T02:25:30.825Z,-59.5861,-26.3031,10,5.3,mb,48,92,18.583,0.55,us,us7000jlvb,2023-03-22T23:13:11.040Z,"South Sandwich Islands region",earthquake,11.44,1.325,0.056,106,reviewed,us,us
2023-03-22T02:15:28.348Z,-3.5341,131.2272,10,4.5,mb,28,95,1.189,0.75,us,us7000jlv8,2023-03-22T22:48:14.040Z,"257 km E of Amahai, Indonesia",earthquake,4.82,1.884,0.144,14,reviewed,us,us
2023-03-22T01:46:41.456Z,29.2963,130.4503,35,4.6,mb,59,88,2.206,0.56,us,us7000jlv0,2023-03-22T22:35:20.040Z,"104 km S of Yudomari, Japan",earthquake,7.11,1.913,0.057,93,reviewed,us,us
2023-03-21T23:18:19.630Z,40.5415,-124.3725,18.1,4.54,mw,34,204,0.07107,0.18,nc,nc73860415,2023-04-08T05:35:02.202Z,"10km WSW of Ferndale, CA",earthquake,0.57,0.35,,5,reviewed,nc,nc
2023-03-21T20:49:21.328Z,28.46,-43.7159,10,5,mb,66,117,26.894,0.52,us,us7000jltd,2023-03-21T21:09:23.040Z,"northern Mid-Atlantic Ridge",earthquake,9.45,1.889,0.053,111,reviewed,us,us
2023-03-21T20:46:54.052Z,28.437,-43.6415,10,5,mb,75,123,31.991,0.64,us,us7000jlte,2023-03-21T21:17:45.040Z,"northern Mid-Atlantic Ridge",earthquake,12.98,1.895,0.069,67,reviewed,us,us
2023-03-21T20:41:08.161Z,28.583,-43.608,10,5.5,mww,106,73,24.009,0.57,us,us7000jltc,2023-03-27T21:30:19.646Z,"northern Mid-Atlantic Ridge",earthquake,9.38,1.843,0.059,28,reviewed,us,us
2023-03-21T19:32:45.297Z,-2.4976,140.7035,32.758,4.5,mb,28,110,8.456,0.63,us,us7000jlsm,2023-03-21T21:14:50.058Z,"4 km NNW of Jayapura, Indonesia",earthquake,7.82,5.714,0.111,24,reviewed,us,us
2023-03-21T17:38:13.089Z,-33.6103,-71.3517,65.05,5.6,mww,78,65,0.224,0.9,us,us7000jlpd,2023-03-25T16:29:32.380Z,"15 km NW of Melipilla, Chile",earthquake,3.1,3.436,0.089,12,reviewed,us,us
2023-03-21T17:23:33.205Z,63.2146,158.4902,10,4.9,mb,72,133,5.203,0.97,us,us7000jlp7,2023-03-21T17:42:57.040Z,"149 km NNW of Evensk, Russia",earthquake,10.2,1.889,0.058,94,reviewed,us,us
2023-03-21T16:47:23.605Z,36.5186,70.9457,192,6.5,mww,164,12,2.51,0.93,us,us7000jln7,2023-04-03T10:08:45.080Z,"39 km SSE of Jurm, Afghanistan",earthquake,6.24,1.843,0.057,30,reviewed,us,us
2023-03-21T16:31:48.637Z,-30.2278,-176.0515,10,4.7,mb,19,152,1.889,0.68,us,us7000jmia,2023-03-28T21:20:54.040Z,"Kermadec Islands region",earthquake,5.49,1.939,0.225,8,reviewed,us,us
2023-03-21T14:40:30.688Z,2.3682,128.8217,10,4.9,mb,98,74,2.152,0.8,us,us7000jlmp,2023-03-28T16:58:48.040Z,"Halmahera, Indonesia",earthquake,6.1,1.795,0.058,92,reviewed,us,us
2023-03-21T11:30:37.280Z,-19.9384,170.0286,9.991,4.7,mb,20,92,3.589,0.82,us,us7000jlm4,2023-03-21T13:20:03.040Z,"89 km ESE of Isangel, Vanuatu",earthquake,9.47,5.372,0.134,17,reviewed,us,us
2023-03-21T08:00:01.242Z,-3.6636,149.5159,10,4.5,mb,29,74,2.693,0.72,us,us7000jmhs,2023-03-28T07:50:31.040Z,"186 km SW of Kavieng, Papua New Guinea",earthquake,9.77,1.855,0.14,15,reviewed,us,us
2023-03-21T05:00:59.852Z,-3.7957,151.3145,10,4.5,mb,51,79,0.934,0.38,us,us7000jmhn,2023-03-26T07:04:24.040Z,"104 km WNW of Rabaul, Papua New Guinea",earthquake,8.59,1.899,0.086,40,reviewed,us,us
2023-03-21T04:58:04.911Z,47.7164,153.4165,67.493,4.6,mb,64,91,6.051,0.25,us,us7000jll2,2023-03-22T02:13:54.040Z,"Kuril Islands",earthquake,10.85,7.266,0.04,190,reviewed,us,us
2023-03-21T01:45:20.655Z,23.6174,121.3559,9.233,5.2,mww,62,51,0.23,0.51,us,us7000jlkc,2023-03-22T01:44:09.981Z,"47 km SSW of Hualien City, Taiwan",earthquake,2.68,4.132,0.051,37,reviewed,us,us
2023-03-21T01:44:13.767Z,9.3626,-84.1266,35,5.5,mww,215,88,0.395,0.8,us,us7000jlkb,2023-04-05T02:24:24.414Z,"8 km SSE of Quepos, Costa Rica",earthquake,5.95,1.846,0.037,72,reviewed,us,us
2023-03-21T00:20:13.895Z,38.9742,21.1394,10,4.5,mwr,128,42,0.934,0.9,us,us7000jljx,2023-03-25T04:45:47.826Z,"4 km NW of Kríkellos, Greece",earthquake,5.44,1.786,0.065,23,reviewed,us,us
2023-03-20T23:25:28.964Z,53.8329,-169.7303,211.541,4.9,mb,137,31,0.968,0.64,us,us7000jljn,2023-03-29T14:22:00.367Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,7.41,6.063,0.022,679,reviewed,us,us
2023-03-20T23:12:06.182Z,-30.531,-177.3434,17.576,4.8,mb,17,161,1.36,0.56,us,us7000jmgv,2023-03-25T03:45:41.040Z,"Kermadec Islands, New Zealand",earthquake,10.47,5.834,0.278,4,reviewed,us,us
2023-03-20T21:28:39.017Z,42.2981,142.9042,84.777,4.5,mb,86,52,0.34,0.47,us,us7000jlj4,2023-04-03T02:53:52.040Z,"Hokkaido, Japan region",earthquake,6.7,5.26,0.067,65,reviewed,us,us
2023-03-20T21:13:27.773Z,7.3306,123.7796,597.933,4.5,mb,97,43,1.804,0.58,us,us7000jliw,2023-04-03T01:40:43.040Z,"Mindanao, Philippines",earthquake,9.63,6.886,0.059,83,reviewed,us,us
2023-03-20T20:02:25.151Z,-6.163,147.5568,76.091,4.5,mb,53,77,3.245,0.93,us,us7000jlhz,2023-03-24T17:29:09.040Z,"54 km NW of Finschhafen, Papua New Guinea",earthquake,5.73,6.577,0.086,40,reviewed,us,us
2023-03-20T19:01:04.074Z,-16.0612,-74.2718,35,4.6,mb,37,112,4.756,1.17,us,us7000jlhj,2023-03-24T17:17:40.040Z,"30 km SSE of Atiquipa, Peru",earthquake,8.63,1.887,0.11,25,reviewed,us,us
2023-03-20T14:02:15.330Z,45.0657,23.1476,10,4.9,mb,100,30,1.198,0.66,us,us7000jlf8,2023-03-28T15:18:49.999Z,"2 km SSE of Arcani, Romania",earthquake,5.93,1.853,0.061,84,reviewed,us,us
2023-03-20T12:06:19.206Z,36.0825,142.3012,10,4.6,mb,41,143,3.337,0.32,us,us7000jleh,2023-03-27T05:54:23.040Z,"138 km ENE of Hasaki, Japan",earthquake,8.66,1.903,0.119,21,reviewed,us,us
2023-03-20T11:57:15.555Z,-56.076,-27.8664,130.997,5.1,mb,67,42,5.257,0.57,us,us7000jlef,2023-03-27T05:42:06.040Z,"South Sandwich Islands region",earthquake,8.61,4.05,0.061,87,reviewed,us,us
2023-03-20T07:08:26.407Z,29.8863,142.4074,10,4.9,mb,72,134,3.907,0.5,us,us7000jlde,2023-03-20T07:31:44.040Z,"Izu Islands, Japan region",earthquake,10.21,1.89,0.069,66,reviewed,us,us
2023-03-20T01:59:22.842Z,35.455,140.9403,31.285,4.6,mwr,181,46,2.391,0.68,us,us7000jlcr,2023-04-03T00:47:19.657Z,"near the east coast of Honshu, Japan",earthquake,7.11,3.93,0.066,22,reviewed,us,us
2023-03-20T01:36:41.757Z,-32.5401,-179.1416,10.166,4.5,mb,11,161,3.432,0.2,us,us7000jmg6,2023-04-02T22:56:10.040Z,"south of the Kermadec Islands",earthquake,13.95,5.609,0.222,6,reviewed,us,us
2023-03-20T01:14:52.970Z,-5.6983,103.4108,55.638,4.5,mb,34,189,1.404,0.35,us,us7000jmg5,2023-04-02T22:33:21.040Z,"southern Sumatra, Indonesia",earthquake,11.57,9.104,0.118,21,reviewed,us,us
2023-03-19T23:05:04.811Z,63.3986,158.2407,10,5,mb,105,75,5.244,0.46,us,us7000jlca,2023-03-20T22:52:36.040Z,"158 km NE of Omsukchan, Russia",earthquake,7.98,1.863,0.031,336,reviewed,us,us
2023-03-19T22:18:36.640Z,-2.8106,128.1231,10,4.8,mb,50,62,2.46,0.52,us,us7000jlc5,2023-03-20T22:40:54.040Z,"Ceram Sea, Indonesia",earthquake,5.51,1.753,0.095,34,reviewed,us,us
2023-03-19T19:47:53.117Z,-55.8403,-26.2549,10,4.6,mb,15,98,6.084,0.54,us,us7000jmfb,2023-03-27T20:02:02.040Z,"South Sandwich Islands region",earthquake,15.61,1.907,0.151,13,reviewed,us,us
2023-03-19T19:30:14.517Z,-3.7623,101.8745,63.378,5,mb,105,62,1.231,0.79,us,us7000jlbf,2023-03-27T19:43:32.040Z,"southern Sumatra, Indonesia",earthquake,8.29,5.578,0.052,117,reviewed,us,us
2023-03-19T18:17:28.265Z,-16.0589,-173.8805,100.042,4.5,mb,24,66,2.578,0.44,us,us7000jmf4,2023-03-27T19:02:11.040Z,"14 km SW of Hihifo, Tonga",earthquake,10.64,7.821,0.15,13,reviewed,us,us
2023-03-19T18:00:05.821Z,47.071,150.5487,182.015,4.5,mb,97,86,5.328,0.86,us,us7000jlb5,2023-03-27T17:38:05.040Z,"290 km NE of Kuril’sk, Russia",earthquake,9.78,6.408,0.04,183,reviewed,us,us
2023-03-19T17:51:16.082Z,-55.0888,-128.3145,10,4.8,mb,24,45,32.675,0.61,us,us7000jmf2,2023-03-27T16:11:23.040Z,"Pacific-Antarctic Ridge",earthquake,9.67,1.783,0.161,12,reviewed,us,us
2023-03-19T17:07:30.294Z,38.0366,73.2294,19.042,4.5,mb,74,90,1.822,0.95,us,us7000jlb0,2023-03-27T14:49:52.943Z,"66 km WSW of Murghob, Tajikistan",earthquake,8.08,4.27,0.071,58,reviewed,us,us
2023-03-19T15:06:27.280Z,59.6095,-151.907,65.4,5.4,mww,,,,0.49,ak,ak0233l8vwxa,2023-04-10T15:16:35.320Z,"19 km SSW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-03-19T14:12:30.690Z,10.7736,-86.4849,32.828,4.5,mb,31,187,1.142,0.65,us,us7000jl9c,2023-03-19T18:42:56.040Z,"off the coast of Costa Rica",earthquake,6.26,9.821,0.06,82,reviewed,us,us
2023-03-19T09:51:57.736Z,10.6043,-86.3395,10,4.5,mb,61,178,1.03,0.73,us,us7000jl8b,2023-03-27T04:59:01.040Z,"76 km W of Sardinal, Costa Rica",earthquake,6.29,1.933,0.044,154,reviewed,us,us
2023-03-19T03:09:03.449Z,-3.4672,146.5067,10,4.7,mb,25,71,5.69,0.78,us,us7000jl6k,2023-03-19T03:27:52.040Z,"179 km SSW of Lorengau, Papua New Guinea",earthquake,10.52,1.906,0.13,20,reviewed,us,us
2023-03-19T02:55:05.728Z,-3.3525,146.7397,10,4.7,mb,21,75,5.476,1.16,us,us7000jl6i,2023-03-19T03:23:41.040Z,"157 km SSW of Lorengau, Papua New Guinea",earthquake,12.59,1.924,0.166,12,reviewed,us,us
2023-03-19T02:45:30.934Z,-3.4046,146.6817,10,4.9,mb,34,120,5.98,1.01,us,us7000jl6g,2023-03-19T03:01:40.040Z,"165 km SSW of Lorengau, Papua New Guinea",earthquake,11.92,1.9,0.119,22,reviewed,us,us
2023-03-19T01:25:39.158Z,2.3236,128.8497,10,4.9,mb,47,120,2.139,0.86,us,us7000jl69,2023-03-19T01:44:32.040Z,"114 km NE of Tobelo, Indonesia",earthquake,5.62,1.857,0.078,53,reviewed,us,us
2023-03-18T23:14:45.447Z,-18.0622,-178.0111,552.722,4.8,mb,37,43,3.735,0.65,us,us7000jl5y,2023-04-01T04:54:09.040Z,"282 km E of Levuka, Fiji",earthquake,13.41,8.957,0.111,25,reviewed,us,us
2023-03-18T20:30:07.781Z,-23.0803,-68.8667,97.714,4.6,mwr,54,77,0.647,0.86,us,us7000jl58,2023-04-07T05:28:05.040Z,"Antofagasta, Chile",earthquake,5.14,3.945,,,reviewed,us,guc
2023-03-18T17:12:53.647Z,-2.8223,-79.81,75.426,6.8,mww,168,23,0.682,1.18,us,us7000jl3s,2023-04-07T14:00:49.361Z,"9 km N of Baláo, Ecuador",earthquake,6.59,3.969,0.038,68,reviewed,us,us
2023-03-18T17:05:13.970Z,30.0028,142.0299,10,4.8,mb,69,125,3.634,1,us,us7000jl3l,2023-03-18T17:20:00.040Z,"Izu Islands, Japan region",earthquake,10.44,1.785,0.08,48,reviewed,us,us
2023-03-18T16:30:45.543Z,2.3165,128.7654,10.444,4.9,mb,44,78,2.076,0.68,us,us7000jl3d,2023-04-08T20:16:00.040Z,"106 km NE of Tobelo, Indonesia",earthquake,9.32,4.347,0.067,70,reviewed,us,us
2023-03-18T15:41:44.362Z,-33.328,-68.4136,44.765,5,mb,38,47,1.618,0.77,us,us7000jl36,2023-04-09T18:55:44.947Z,"27 km S of San Martín, Argentina",earthquake,2.75,9.281,0.047,145,reviewed,us,us
2023-03-18T10:05:20.615Z,-7.0637,155.625,10,4.8,mb,41,93,4.473,0.59,us,us7000jl26,2023-03-18T10:40:29.040Z,"84 km S of Panguna, Papua New Guinea",earthquake,8.98,1.873,0.083,44,reviewed,us,us
2023-03-18T07:14:41.061Z,2.3359,128.9351,10.179,4.8,mb,62,85,2.207,0.84,us,us7000jl1j,2023-03-31T07:54:14.040Z,"122 km ENE of Tobelo, Indonesia",earthquake,5.48,4.583,0.083,45,reviewed,us,us
2023-03-18T06:50:07.109Z,-19.7452,-66.9186,238.157,4.6,mb,37,62,2.145,0.91,us,us7000jl1c,2023-03-31T07:31:02.040Z,"61 km N of Colchani, Bolivia",earthquake,8.47,7.939,0.102,29,reviewed,us,us
2023-03-18T05:14:29.880Z,38.0124,36.4342,7.446,4.6,mb,81,45,0.394,0.7,us,us7000jl0z,2023-03-31T07:14:01.297Z,"Central Turkey",earthquake,3.32,4.73,0.069,62,reviewed,us,us
2023-03-18T04:31:18.563Z,22.1938,-108.5891,10,4.5,mb,54,104,1.941,0.9,us,us7000jl0w,2023-04-07T05:16:23.040Z,"146 km SE of La Playa, Mexico",earthquake,9.41,1.693,0.035,246,reviewed,us,us
2023-03-18T03:44:10.485Z,-30.4118,-176.6295,10,5,mb,45,126,1.603,0.94,us,us7000jl0m,2023-04-07T05:12:39.040Z,"Kermadec Islands region",earthquake,12.74,1.842,0.08,54,reviewed,us,us
2023-03-18T03:01:09.673Z,-19.2513,-179.1057,487.675,4.6,mb,64,54,3.085,1.13,us,us7000jl0d,2023-04-07T05:00:17.040Z,"211 km SE of Levuka, Fiji",earthquake,3.92,6.162,0.031,320,reviewed,us,us
2023-03-18T01:14:03.387Z,-21.181,168.8357,10,4.7,mb,23,87,1.922,0.92,us,us7000jl02,2023-04-07T04:54:54.040Z,"Loyalty Islands, New Caledonia",earthquake,8.45,1.892,0.137,17,reviewed,us,us
2023-03-18T00:42:05.008Z,-43.7417,172.8899,10,4.5,mb,38,142,0.175,0.79,us,us7000jkzt,2023-04-01T04:09:27.124Z,"31 km SE of Christchurch, New Zealand",earthquake,2.53,1.56,0.145,14,reviewed,us,us
2023-03-18T00:00:54.231Z,36.5194,69.8944,164.211,4.9,mww,115,21,2.093,0.82,us,us7000jkzj,2023-04-01T03:58:07.740Z,"6 km SSE of Farkhār, Afghanistan",earthquake,5.58,5.428,0.086,13,reviewed,us,us
2023-03-17T23:43:20.667Z,-22.9511,167.7116,10,4.6,mb,33,173,0.416,0.53,us,us7000jkzi,2023-04-01T03:32:46.040Z,"38 km SE of Vao, New Caledonia",earthquake,6.09,1.874,0.114,23,reviewed,us,us
2023-03-17T20:32:04.105Z,-23.3535,-177.0585,156.346,4.6,mb,37,139,2.77,0.78,us,us7000jkyf,2023-03-17T21:13:54.040Z,"south of the Fiji Islands",earthquake,10.11,7.4,0.089,37,reviewed,us,us
2023-03-17T19:58:06.747Z,-38.1072,176.6233,6.528,4.7,mb,43,64,0.58,0.93,us,us7000jkyc,2023-03-21T20:54:53.525Z,"North Island of New Zealand",earthquake,5,4.98,0.137,19,reviewed,us,us
2023-03-17T19:37:59.190Z,5.9818,125.8004,125.882,4.7,mb,68,38,1.103,1.09,us,us7000jky8,2023-03-17T20:02:44.040Z,"13 km E of Mangili, Philippines",earthquake,8.76,7.095,0.051,117,reviewed,us,us
2023-03-17T19:19:23.358Z,-0.256,-80.6624,10,4.5,mb,27,148,0.826,0.86,us,us7000jkyh,2023-03-17T21:19:16.040Z,"46 km NW of Bahía de Caráquez, Ecuador",earthquake,5.07,1.566,0.156,12,reviewed,us,us
2023-03-17T18:19:10.371Z,38.2387,75.551,139.449,4.7,mb,67,94,2.811,0.69,us,us7000jkxk,2023-03-17T19:34:57.040Z,"138 km E of Murghob, Tajikistan",earthquake,7.69,7.842,0.048,133,reviewed,us,us
2023-03-17T16:11:39.179Z,5.9274,126.9418,70.175,5,mb,71,83,1.767,0.79,us,us7000jkwd,2023-04-09T19:16:46.520Z,"Mindanao, Philippines",earthquake,8.85,6.328,0.043,173,reviewed,us,us
2023-03-17T15:46:01.566Z,-38.0578,176.6211,10,5.3,mww,39,82,0.624,0.98,us,us7000jkvz,2023-04-09T19:25:18.071Z,"8 km NW of Kawerau, New Zealand",earthquake,4.48,1.774,0.066,22,reviewed,us,us
2023-03-17T15:39:59.639Z,-29.7016,-176.2145,10,4.6,mb,19,171,1.551,0.94,us,us7000jlzc,2023-03-25T19:23:14.040Z,"Kermadec Islands region",earthquake,9.94,1.946,0.146,15,reviewed,us,us
2023-03-17T15:31:06.783Z,-38.0843,176.5676,10,4.7,mb,27,98,0.622,0.76,us,us7000jkus,2023-04-09T19:26:05.309Z,"North Island of New Zealand",earthquake,3.44,1.896,0.143,16,reviewed,us,us
2023-03-17T15:04:25.116Z,59.2674,-144.9377,8.6,4.9,mb,,,,0.71,ak,ak0233hxssds,2023-04-09T19:41:31.040Z,"149 km SSE of Cordova, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-03-17T13:56:04.434Z,14.5246,119.993,42.985,4.9,mb,70,100,8.313,0.55,us,us7000jku9,2023-03-26T05:42:59.909Z,"33 km SW of Sabang, Philippines",earthquake,10.2,7.255,0.051,119,reviewed,us,us
2023-03-17T13:23:29.080Z,18.4305,120.3745,23.843,4.9,mb,86,79,4.415,0.59,us,us7000jku5,2023-03-26T05:26:59.980Z,"21 km WSW of Davila, Philippines",earthquake,5.07,5.298,0.051,120,reviewed,us,us
2023-03-17T12:05:27.335Z,-9.021,109.7511,49.69,5,mww,60,62,2.074,0.94,us,us7000jktt,2023-03-26T05:22:20.619Z,"131 km SSW of Srandakan, Indonesia",earthquake,8,5,0.078,16,reviewed,us,us
2023-03-17T10:47:51.296Z,-6.1026,147.4907,62.09,4.9,mb,69,44,3.297,0.7,us,us7000jktc,2023-03-17T11:08:35.040Z,"63 km NW of Finschhafen, Papua New Guinea",earthquake,8.58,6.515,0.069,66,reviewed,us,us
2023-03-17T10:39:39.732Z,30.7834,96.0546,10,5.1,mb,78,38,9.866,0.71,us,us7000jktb,2023-03-17T10:59:27.040Z,"114 km WSW of Qamdo, China",earthquake,6.41,1.912,0.05,131,reviewed,us,us
2023-03-17T04:31:34.319Z,-30.0465,-176.5738,10,4.6,mb,17,159,1.409,0.56,us,us7000jlyj,2023-03-23T00:54:55.040Z,"Kermadec Islands region",earthquake,10.94,1.684,0.222,6,reviewed,us,us
2023-03-16T21:43:22.128Z,-30.447,-176.7931,10,4.6,mb,11,199,1.534,0.52,us,us7000jlrf,2023-03-31T05:15:22.040Z,"Kermadec Islands region",earthquake,7.21,1.989,0.223,6,reviewed,us,us
2023-03-16T18:32:51.583Z,35.3098,45.9785,10,5.1,mww,101,67,0.567,0.82,us,us7000jkjc,2023-03-24T12:18:30.100Z,"14 km N of Ḩalabja, Iraq",earthquake,7.21,1.802,0.098,10,reviewed,us,us
2023-03-16T18:13:37.178Z,-30.4659,-176.6042,10,4.6,mb,26,165,1.657,0.87,us,us7000jlr9,2023-03-24T21:02:40.040Z,"Kermadec Islands region",earthquake,9,1.898,0.152,13,reviewed,us,us
2023-03-16T17:54:57.645Z,1.7877,126.2915,38.467,4.6,mb,87,105,1.474,0.87,us,us7000jkip,2023-03-24T21:09:08.040Z,"150 km ENE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,4.35,6.458,0.064,73,reviewed,us,us
2023-03-16T17:27:42.980Z,-23.7586,-179.5163,546.23,4.5,mb,34,107,4.748,0.6,us,us7000jkil,2023-03-24T21:15:51.040Z,"south of the Fiji Islands",earthquake,13.07,8.621,0.124,19,reviewed,us,us
2023-03-16T17:03:07.257Z,11.4766,138.7913,10,5,mww,97,33,6.294,1.1,us,us7000jkgi,2023-03-24T21:18:14.040Z,"State of Yap, Federated States of Micronesia",earthquake,9.02,1.82,0.063,24,reviewed,us,us
2023-03-16T14:59:10.570Z,56.1221,-116.6001,10.806,4.7,mww,183,21,1.795,0.81,us,us7000jkfd,2023-04-09T19:52:40.130Z,"44 km ESE of Peace River, Canada",earthquake,5.75,4.551,0.078,16,reviewed,us,us
2023-03-16T14:46:18.830Z,56.1214,-116.5896,10,4.6,mwr,83,38,1.796,0.65,us,us7000jkf9,2023-04-09T20:16:07.165Z,"45 km ESE of Peace River, Canada",earthquake,5.18,1.837,0.041,57,reviewed,us,us
2023-03-16T14:03:59.561Z,5.3256,-77.595,35.218,4.6,mb,45,62,2.228,0.85,us,us7000jkf1,2023-04-09T20:31:41.040Z,"near the west coast of Colombia",earthquake,7.54,6.544,0.062,77,reviewed,us,us
2023-03-16T12:53:07.216Z,-30.4739,-176.6693,22.014,4.7,mb,31,69,1.625,0.76,us,us7000jkeu,2023-03-16T13:41:53.040Z,"Kermadec Islands region",earthquake,8.77,3.301,0.138,16,reviewed,us,us
2023-03-16T11:47:15.128Z,38.4857,45.0727,10,5.2,mww,88,33,1.128,0.99,us,us7000jkel,2023-03-21T22:59:43.046Z,"Northwestern Iran",earthquake,5.32,1.846,0.063,24,reviewed,us,us
2023-03-16T10:55:07.953Z,40.7392,31.5128,10,4.8,mww,72,34,0.359,1.16,us,us7000jkeb,2023-03-17T08:59:30.040Z,"Western Turkey",earthquake,1.73,1.834,0.098,10,reviewed,us,us
2023-03-16T08:12:20.205Z,-18.8198,168.3165,35,4.6,mb,25,88,3.519,0.5,us,us7000jkdv,2023-04-08T09:54:07.040Z,"119 km S of Port-Vila, Vanuatu",earthquake,4.94,1.926,0.141,18,reviewed,us,us
2023-03-16T07:06:21.456Z,-15.785,-172.6642,10,4.8,mb,35,77,2.541,0.71,us,us7000jkdn,2023-04-07T11:16:09.040Z,"Samoa Islands region",earthquake,5.01,1.788,0.07,64,reviewed,us,us
2023-03-16T05:22:40.581Z,-10.5406,113.313,10,5.2,mww,103,45,2.218,0.49,us,us7000jkcu,2023-04-07T12:04:00.040Z,"249 km S of Kencong, Indonesia",earthquake,6.89,1.711,0.098,10,reviewed,us,us
